id	name	formula	BioCyc	SEED Compound	UniPathway Compound	KEGG Compound	BioPath Molecule	MetaNetX (MNX) Chemical	Reactome	Human Metabolome Database	UM-BBD	LipidMaps	
cytd_e	Cytidine	C9H13N3O5	META:CPD-15099;META:CYTIDINE	cpd00367;cpd01900	UPC00475	C00475;C02961;D00168;D07769	Cytidine	MNXM338		HMDB00089;HMDB15122;HMDB30167			
dcdp_c	DCDP	C9H12N3O10P2	META:DCDP	cpd00533		C00705	2-prime-Deoxycytidine-5-prime-diphosphate	MNXM411		HMDB01245			
dctp_c	DCTP	C9H12N3O13P3	META:DCTP	cpd00356	UPC00458	C00458	2-prime-Deoxycytidine-5-prime-triphosphate	MNXM360		HMDB00998			
dad_2_c	Deoxyadenosine	C10H13N5O3	META:DEOXYADENOSINE	cpd00438		C00559	2-prime-Deoxyadenosine	MNXM625		HMDB00101;HMDB05778;HMDB11722			
din_c	Deoxyinosine	C10H12N4O4	META:DEOXYINOSINE	cpd03279		C05512	2-prime-Deoxyinosine	MNXM935		HMDB00071			
26dap__M_c	Meso-2,6-Diaminoheptanedioate	C7H14N2O4	META:MESO-DIAMINOPIMELATE	cpd00516	UPC00680	C00680	meso-2,6-Diaminoheptanedioate	MNXM529					
arab__D_p	D Arabinose C5H10O5	C5H10O5	META:CPD-12047;META:CPD-12049;META:D-arabinopyranose	cpd00185	UPC00216	C00216		MNXM544					
ditp_c	DITP	C10H11N4O13P3	META:DITP	cpd00977		C01345		MNXM1325	2509835	HMDB03537			
db4p_c	3,4-dihydroxy-2-butanone 4-phosphate	C4H7O6P	META:DIHYDROXY-BUTANONE-P	cpd11225	UPC15556	C15556		MNXM2887					
nicrnt_c	Nicotinate D-ribonucleotide	C11H12NO9P	META:NICOTINATE_NUCLEOTIDE	cpd00873	UPC01185	C01185	Nicotinic_acid_mononucleotide	MNXM194	197220;200492	HMDB59646			
dca_e	Decanoate (n-C10:0)	C10H19O2	META:CPD-3617	cpd01107		C01571		MNXM1043		HMDB00511		LMFA01010010	
dca_p	Decanoate (n-C10:0)	C10H19O2	META:CPD-3617	cpd01107		C01571		MNXM1043		HMDB00511		LMFA01010010	
dump_c	DUMP	C9H11N2O8P	META:DUMP	cpd00299	UPC00365	C00365	2-prime-Deoxyuridine-5-prime-phosphate	MNXM234	109382;500742	HMDB01409			
frdp_c	Farnesyl diphosphate	C15H25O7P2	META:FARNESYL-PP	cpd00350	UPC00448	C00448	Farnesyl_diphosphate	MNXM34	191385;2162257;4419987	HMDB00961;HMDB04201		LMPR0103010002	
ipdp_c	Isopentenyl diphosphate	C5H9O7P2	META:DELTA3-ISOPENTENYL-PP	cpd00113	UPC00129	C00129	delta(3)-Isopentenyl-pyrophosphate	MNXM83	191362;2162256	HMDB01347;HMDB04196		LMPR01010008	
dutp_c	DUTP	C9H11N2O14P3	META:DUTP	cpd00358	UPC00460	C00460	2-prime-Deoxyuridine-5-prime-triphosphate	MNXM452	500739	HMDB01191			
duri_c	Deoxyuridine	C9H12N2O5	META:DEOXYURIDINE	cpd00412		C00526	2-prime-Deoxyuridine	MNXM492	500430	HMDB00012			
dcyt_e	Deoxycytidine	C9H13N3O4	META:DEOXYCYTIDINE	cpd00654		C00881;D06196	2-prime-Deoxycytidine	MNXM704	500829	HMDB00014			
ddca_p	Dodecanoate (n-C12:0)	C12H23O2	META:DODECANOATE	cpd01741		C02679;D10714		MNXM402	33549	HMDB00638	c0566	LMFA01010012	
g3p_c	Glyceraldehyde 3-phosphate	C3H5O6P	META:GAP	cpd00102	UPC00118;UPC00661	C00118;C00661	D-Glyceraldehyde_3-phosphate	MNXM2378	29578	HMDB01112			
dextrin_c	Dextrin C12H20O10	C12H20O10											
dgmp_c	DGMP	C10H12N5O7P	META:DGMP	cpd00296		C00362	2-prime-Deoxyguanosine-5-prime-phosphate	MNXM546	500071	HMDB01044			
dgsn_c	Deoxyguanosine	C10H13N5O4	META:DEOXYGUANOSINE	cpd00277		C00330	2-prime-Deoxyguanosine	MNXM647		HMDB00085			
3hadpcoa_c	(3S)-3-Hydroxyadipyl-CoA	C27H39N7O20P3S	META:3-HYDROXYADIPYL-COA	cpd09844		C14145		MNXM2784		HMDB12475	c0944	LMFA07050117;LMFA07050211	
2o3mpt_c	 R  2 Oxo 3 methylpentanoate C6H9O3	C6H9O3											
dhf_c	7,8-Dihydrofolate	C19H19N7O6	META:DIHYDROFOLATE	cpd00330	UPC00415	C00415	7,8-Dihydrofolate	MNXM281	73604	HMDB01056			
fol_c	Folate	C19H17N7O6;C19H18N7O6	META:CPD-12826	cpd00393	UPC00504	C00504;D00070	Folate	MNXM617	197965;200716	HMDB00121			
dhpt_c	Dihydropteroate	C14H13N6O3	META:7-8-DIHYDROPTEROATE	cpd00683	UPC00921	C00921	7,8-Dihydropteroate	MNXM965		HMDB01412			
dhna_c	1,4-Dihydroxy-2-naphthoate	C11H7O4	META:DIHYDROXYNAPHTHOATE	cpd02295	UPC03657	C03657	1,4-Dihydroxy-2-naphthoate	MNXM552					
octdp_c	All-trans-Octaprenyl diphosphate	C40H65O7P2	META:OCTAPRENYL-DIPHOSPHATE	cpd02557	UPC04146	C04146		MNXM811		HMDB01094		LMPR01070226	
cdhxfut_c	Cyclic de-hypoxanthine futalosine	C14H13O7	META:CPD-11419	cpd17281		C17017		MNXM7216					
14dhncoa_c	1,4-dihydroxy-2-napthoyl-CoA	C32H38N7O19P3S						MNXM147663					
2ahhmp_c	2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2	C7H9N5O2						MNXM146055					
dhor__S_c	(S)-Dihydroorotate	C5H5N2O4	META:DI-H-OROTATE	cpd00282	UPC00337	C00337	(S)-4,5-Dihydroorotate	MNXM252	76630	HMDB00528;HMDB03349;HMDB11746			
orot_c	Orotate	C5H3N2O4	META:OROTATE	cpd00247	UPC00295	C00295;D00055	Orotate	MNXM235	76632	HMDB00226			
2dhphaccoa_c	1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA	C29H40N7O19P3S		cpd16740				MNXM6576					
dhpmp_c	Dihydroneopterin monophosphate	C9H12N5O7P	META:DIHYDRONEOPTERIN-P	cpd03521	UPC05925	C05925		MNXM1645		HMDB06824			
56dura_c	5,6-dihydrouracil	C4H6N2O2	META:DI-H-URACIL	cpd00337		C00429	5,6-Dihydrouracil	MNXM506	73584	HMDB00076			
25dhpp_c	2 5 Diamino 6 hydroxy 4  5  phosphoribosylamino  pyrimidine C9H14N5O8P	C9H14N5O8P						MNXM90906					
mlthf_c	5,10-Methylenetetrahydrofolate	C20H21N7O6	META:METHYLENE-THF	cpd00125	UPC00143	C00143	5,10-Methylenetetrahydrofolate	MNXM183		HMDB01533;HMDB02365			
dhptd_c	4,5-dihydroxy-2,3-pentanedione	C5H8O4	META:DIHYDROXYPENTANEDIONE	cpd08636		C11838		MNXM2449					
hmfurn_c	4-hydroxy-5-methyl-3(2H)-furanone	C5H6O3	META:CPD-10204	cpd15486				MNXM6359		HMDB31859			
3dhq_c	3-Dehydroquinate	C7H9O6	META:DEHYDROQUINATE	cpd00699	UPC00944	C00944	3-Dehydroquinate	MNXM478	964921	HMDB12710			
3dhsk_c	3-Dehydroshikimate	C7H7O5	META:3-DEHYDRO-SHIKIMATE	cpd01716	UPC02637	C02637	3-Dehydroshikimate	MNXM611	964941				
dhxfut_c	De-hypoxanthine futalosine	C14H15O7	META:CPD-10484	cpd17278		C17010		MNXM3255					
didp_c	DIDP	C10H11N4O10P2	META:CPD0-2231	cpd00976		C01344		MNXM2174	2509796	HMDB03536			
dimp_c	DIMP	C10H11N4O7P;C10H12N4O7P	META:DIMP	cpd03704		C06196		MNXM1922	109330;2509805	HMDB06555			
fdp_c	D-Fructose 1,6-bisphosphate	C6H10O12P2		cpd00290	UPC00354	C00354		MNXM417					
12d3k5m_c	1 2 dihydroxy 3 keto 5 methylthiopentene C6H8O3S	C6H8O3S											
lac__D_e	D-Lactate	C3H5O3	META:D-LACTATE	cpd00221	UPC00256	C00256	D-Lactate	MNXM285		HMDB00171;HMDB01311			
2h3k5m_c	2 hydroxy 3 keto 5 methylthiopentenyl 1 phosphate C6H8O6PS	C6H8O6PS											
dmpp_c	Dimethylallyl diphosphate	C5H9O7P2	META:CPD-4211	cpd00202	UPC00235	C00235	Dimethylallyl_diphosphate;Polyprenyl-PP	MNXM132	191324	HMDB01120;HMDB02101		LMPR01010001	
grdp_c	Geranyl diphosphate	C10H17O7P2	META:GERANYL-PP	cpd00283	UPC00341;UPC05847	C00341	Geranyl_diphosphate	MNXM100	191409	HMDB01285;HMDB01560;HMDB02239;HMDB06506		LMPR0102010001	
4r5au_c	4-(1-D-Ribitylamino)-5-aminouracil	C9H16N4O6	META:AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	cpd02882	UPC04732	C04732		MNXM791		HMDB11106			
h2mb4p_c	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	C5H9O8P2	META:HYDROXY-METHYL-BUTENYL-DIP	cpd08615	UPC11811	C11811		MNXM606				LMPR01010009	
dnad_c	Deamino-NAD+	C21H24N6O15P2	META:DEAMIDO-NAD	cpd00638	UPC00857	C00857	Nicotinic_acid_adenine_dinucleotide	MNXM309	197256;200499	HMDB01179			
dudp_c	DUDP	C9H11N2O11P2	META:DUDP	cpd00978		C01346	2-prime-Deoxyuridine-5-prime-diphosphate	MNXM572		HMDB01000			
dttp_c	DTTP	C10H13N2O14P3	META:TTP	cpd00357	UPC00459	C00459	2-prime-Deoxythymidine-5-prime-triphosphate	MNXM394		HMDB01342			
pant__R_c	(R)-Pantoate	C6H11O4	META:L-PANTOATE	cpd00408	UPC00522	C00522	(R)-Pantoate	MNXM593					
2dr5p_c	2-Deoxy-D-ribose 5-phosphate	C5H9O7P	META:CPD-12166;META:DEOXY-RIBOSE-5P	cpd00510	UPC00673	C00673		MNXM2179		HMDB01031;HMDB59654			
drib_e	Deoxyribose C5H10O4	C5H10O4	META:2-DEOXYRIBOSE	cpd01796		C02783		MNXM2474					
gthrd_p	Reduced glutathione	C10H15N3O6S;C10H16N3O6S						MNXM145523	1247892;158543;1655887;29450				
dscl_c	Dihydrosirohydrochlorin	C42H40N4O16;C42H41N4O16	META:DIHYDROSIROHYDROCHLORIN	cpd01620	UPC02463	C02463	Precorrin_2	MNXM672					
2amsa_c	2-Aminomalonate semialdehyde	C3H5NO3	META:2-AMINOMALONATE-SEMIALDEHYDE	cpd08626		C11822		MNXM2124		HMDB11602			
ser__D_c	D-Serine	C3H7NO3	META:D-SERINE	cpd00550		C00740		MNXM694		HMDB03406			
ser__D_e	D-Serine	C3H7NO3	META:D-SERINE	cpd00550		C00740		MNXM694		HMDB03406			
dtmp_c	DTMP	C10H13N2O8P	META:TMP	cpd00298	UPC00364	C00364	2-prime-Deoxythymidine-5-prime-phosphate	MNXM257	109366	HMDB01227			
thym_c	Thymine	C5H6N2O2	META:THYMINE	cpd00151	UPC00178	C00178	Thymine	MNXM386	83960	HMDB00262			
2me4p_c	2-C-methyl-D-erythritol 4-phosphate	C5H11O7P	META:2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE	cpd08286	UPC11434	C11434		MNXM1626					
dxyl5p_c	1-deoxy-D-xylulose 5-phosphate	C5H9O7P	META:DEOXYXYLULOSE-5P	cpd08289	UPC11437	C11437		MNXM622		HMDB01213			
udcpdp_c	Undecaprenyl diphosphate	C55H89O7P2	META:CPD-9649					MNXM5043		HMDB01469		LMPR03030004	
3hbcoa_c	(S)-3-Hydroxybutanoyl-CoA	C25H38N7O18P3S	META:S-3-HYDROXYBUTANOYL-COA	cpd00842		C01144	(S)-3-Hydroxybutanoyl-CoA	MNXM446	77251			LMFA07050153	
3hbycoa_c	 S  3 Hydroxybutyryl CoA C25H38N7O18P3S	C25H38N7O18P3S											
3hhcoa_c	(S)-3-Hydroxyhexanoyl-CoA	C27H42N7O18P3S	META:OH-HEXANOYL-COA	cpd03122		C05268	(S)-Hydroxyhexanoyl-CoA	MNXM757	77322	HMDB03942		LMFA07050017;LMFA07050156	
3hocoa_c	(S)-3-Hydroxyoctanoyl-CoA	C29H46N7O18P3S	META:CPD0-2224	cpd03120		C05266	(S)-Hydroxyoctanoyl-CoA	MNXM766	77330	HMDB03940		LMFA07050015;LMFA07050160	
3hhdcoa_c	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	META:CPD0-2232	cpd03113		C05258	(S)-3-Hydroxyhexadecanoyl-CoA	MNXM825	77300	HMDB03932		LMFA07050032;LMFA07050161	
3hmbcoa_c	(S)-3-Hydroxy-2-methylbutyryl-CoA	C26H40N7O18P3S	META:2-METHYL-3-HYDROXY-BUTYRYL-COA	cpd02691		C04405	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	MNXM701		HMDB01356;HMDB02029		LMFA07050109;LMFA07050188	
enter_c	Enterochelin	C30H27N3O15	META:ENTEROBACTIN	cpd03453	UPC05821	C05821		MNXM883	1222366	HMDB32199			
feenter_c	Fe-enterobactin	C30H27FeN3O15	META:FERRIC-ENTEROBACTIN-COMPLEX	cpd03726		C06230		MNXM7354	1222421				
enter_p	Enterochelin	C30H27N3O15	META:ENTEROBACTIN	cpd03453	UPC05821	C05821		MNXM883	1222366	HMDB32199			
galur_e	D-Galacturonate	C6H9O7	META:CPD-12523					MNXM4445		HMDB03363			
trp__L_c	L-Tryptophan	C11H12N2O2	META:TRP	cpd00065	UPC00078	C00078;D00020	L-Tryptophan	MNXM94	29500;379709	HMDB00929			
val__L_c	L-Valine	C5H11NO2	META:VAL	cpd00156	UPC00183	C00183;D00039	L-Valine	MNXM199	113540;29702	HMDB00883;HMDB34366	c0932		
tyr__L_c	L-Tyrosine	C9H11NO3	META:TYR	cpd00069	UPC00082	C00082;D00022	L-Tyrosine	MNXM76	29506;352030;379710;5668567	HMDB00158;HMDB00647	c0234		
etha_c	Ethanolamine	C2H8NO	META:ETHANOL-AMINE	cpd00162	UPC00189	C00189;D05074	Ethanolamine	MNXM218		HMDB00149	c0594		
fru_c	D-Fructose	C6H12O6	META:CPD-15382;META:Fructofuranose	cpd00082	UPC00095;UPX00030	C00095;C01496;C10906;D00114	D-Fructose	MNXM175					
ttdca_p	Tetradecanoate (n-C14:0)	C14H27O2	META:CPD-7836	cpd03847		C06424		MNXM314		HMDB00806		LMFA01010014	
ttdcea_p	Tetradecenoate (n-C14:1)	C14H25O2		cpd15298				MNXM83847					
hdca_p	Hexadecanoate (n-C16:0)	C16H31O2	META:PALMITATE	cpd00214		C00249;D05341	Palmitate	MNXM108	3632881;390435;426576;76168	HMDB00220;HMDB60083	c1217	LMFA01010001	
hdcea_p	Hexadecenoate (n-C16:1)	C16H29O2	META:CPD-9245	cpd05274		C08362		MNXM950		HMDB03229;HMDB12328;HMDB60082		LMFA01030056;LMFA01030057	
ocdca_p	Octadecanoate (n-C18:0)	C18H35O2	META:STEARIC_ACID	cpd01080		C01530;D00119		MNXM236	428198	HMDB00827		LMFA01010018	
ocdcea_p	Octadecenoate (n-C18:1)	C18H33O2	META:OLEATE-CPD	cpd00536		C00712;D02315		MNXM306		HMDB00207;HMDB02066	c1359	LMFA01030002	
hxa_p	Hexanoate (n-C6:0)	C6H11O2	META:HEXANOATE	cpd01113		C01585		MNXM1653		HMDB00535;HMDB61883		LMFA01010006	
octa_p	Octanoate (n-C8:0)	C8H15O2	META:CPD-195	cpd03846		C06423;D05220		MNXM750		HMDB00482	c0047	LMFA01010008	
mmcoa__S_c	(S)-Methylmalonyl-CoA	C25H35N7O19P3S	META:D-METHYL-MALONYL-COA	cpd00519;cpd01675	UPC00683	C00683;C02557	(S)-2-Methyl-3-oxopropanoyl-CoA	MNXM89955	71019	HMDB01269;HMDB02310		LMFA07050164	
f1p_c	D-Fructose 1-phosphate	C6H11O9P	META:FRU1P	cpd00802			beta-D-Fructose_1-phosphate	MNXM743	31221	HMDB01076			
pheme_c	Protoheme	C34H32FeN4O4;C34FeH30N4O4;C34H30FeN4O4	META:PROTOHEME	cpd00028	UPC00032	C00032	Protoheme(HEME)	MNXM78362	189444;71185;917877	HMDB03178			
ppp9_c	Protoporphyrin	C34H32N4O4	META:PROTOPORPHYRIN_IX	cpd01476	UPC02191	C02191	Protoporphyrin_IX	MNXM346	189463;189487	HMDB00241			
fmnRD_c	Flavin mononucleotide reduced C17H21N4O9P	C17H21N4O9P											
mso3_c	Methanesulfonate	CH3O3S	META:CPD-3746	cpd08023		C11145		MNXM1485			c0347		
hexs_c	Hexanesulfonate C6H13O3S	C6H13O3S											
taur_c	Taurine	C2H7NO3S;C2H6NO3S	META:TAURINE	cpd00210	UPC00245	C00245;D00047	Taurine	MNXM282	159420	HMDB00251			
fe2_e	Fe2+	Fe	META:FE+2	cpd10515	UPC14818	C14818	Fe2+	MNXM111	113531;435347;71067	HMDB00692			
fe2_p	Fe2+	Fe	META:FE+2	cpd10515	UPC14818	C14818	Fe2+	MNXM111	113531;435347;71067	HMDB00692			
fe3_p	Fe3+	Fe	META:FE+3	cpd10516		C14819	Fe3+	MNXM196	111736;912516;912519;917943;917966	HMDB12943			
feenter_p	Fe-enterobactin	C30H27FeN3O15	META:FERRIC-ENTEROBACTIN-COMPLEX	cpd03726		C06230		MNXM7354	1222421				
enter_e	Enterochelin	C30H27N3O15	META:ENTEROBACTIN	cpd03453	UPC05821	C05821		MNXM883	1222366	HMDB32199			
feenter_e	Fe-enterobactin	C30H27FeN3O15	META:FERRIC-ENTEROBACTIN-COMPLEX	cpd03726		C06230		MNXM7354	1222421				
4fe4s_c	[4Fe-4S] iron-sulfur cluster	S4Fe4						MNXM145839					
n2o_c	Nitrous oxide	N2O	META:NITROUS-OXIDE	cpd00659	UPC00887	C00887;D00102		MNXM579		HMDB35807	c0650		
no_c	Nitric oxide	NO	META:NITRIC-OXIDE	cpd00418	UPC00533	C00533;D00074	Nitric_oxide	MNXM228	1222480;202124;3697886	HMDB03378	c1579		
tre6p_c	Alpha,alpha'-Trehalose 6-phosphate	C12H21O14P	META:TREHALOSE-6P	cpd00523		C00689;G09795		MNXM448	868701	HMDB01124			
forglu_c	N-Formimidoyl-L-glutamate	C6H9N2O4;C6H8N2O4	META:N-FORMIMINO-L-GLUTAMATE	cpd00344	UPC00439	C00439	N-Formimino-L-glutamate	MNXM496	30158	HMDB00854			
frmd_c	Formamide	CH3NO;CH4NO	META:FORMAMIDE	cpd00378	UPC00488	C00488		MNXM1231		HMDB01536	c0796		
2ahhmd_c	2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2	C7H9N5O8P2;C7H8N5O8P2						MNXM146340					
methf_c	5,10-Methenyltetrahydrofolate	C20H20N7O6;C20H21N7O6	META:5-10-METHENYL-THF	cpd00347		C00445		MNXM511		HMDB01354			
fru_e	D-Fructose	C6H12O6	META:CPD-15382;META:Fructofuranose	cpd00082	UPC00095;UPX00030	C00095;C01496;C10906;D00114	D-Fructose	MNXM175					
fum_e	Fumarate	C4H2O4	META:FUM	cpd00106	UPC00122	C00122;D02308	Fumarate	MNXM93	113588;29586	HMDB00134	c0111		
fum_p	Fumarate	C4H2O4	META:FUM	cpd00106	UPC00122	C00122;D02308	Fumarate	MNXM93	113588;29586	HMDB00134	c0111		
fut_c	Futalosine	C19H17N4O7	META:CPD-10477	cpd17270		C16999		MNXM3596					
gam1p_c	D-Glucosamine 1-phosphate	C6H13NO8P	META:CPD0-1646;META:GLUCOSAMINE-1P	cpd02370;cpd03671	UPC06156	C03783;C06156		MNXM969		HMDB01109			
glc__D_p	D-Glucose	C6H12O6	META:Glucopyranose		UPC00031	C00031;D00009		MNXM41		HMDB00122;HMDB06564	c1564		
glu1sa_c	L-Glutamate 1-semialdehyde	C5H9NO3	META:GLUTAMATE-1-SEMIALDEHYDE	cpd02345	UPC03741	C03741	L-Glutamate_1-semialdehyde	MNXM1453					
g3pe_c	Sn-Glycero-3-phosphoethanolamine	C5H14NO6P	META:ALKYL-SN-GLYCERO-PHOSPHOETHANOLAMINE;META:L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	cpd00908		C01233	sn-Glycero-3-phosphoethanolamine	MNXM368	1524023	HMDB59660			
g3pe_p	Sn-Glycero-3-phosphoethanolamine	C5H14NO6P	META:ALKYL-SN-GLYCERO-PHOSPHOETHANOLAMINE;META:L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	cpd00908		C01233	sn-Glycero-3-phosphoethanolamine	MNXM368	1524023	HMDB59660			
g3pg_c	Glycerophosphoglycerol	C6H14O8P	META:GLYCEROPHOSPHOGLYCEROL	cpd02090		C03274		MNXM598					
g3pg_p	Glycerophosphoglycerol	C6H14O8P	META:GLYCEROPHOSPHOGLYCEROL	cpd02090		C03274		MNXM598					
g3pi_c	Sn-Glycero-3-phospho-1-inositol	C9H18O11P	META:CPD-541	cpd00902		C01225		MNXM1517		HMDB11649			
g3pi_p	Sn-Glycero-3-phospho-1-inositol	C9H18O11P	META:CPD-541	cpd00902		C01225		MNXM1517		HMDB11649			
g3pi_e	Sn-Glycero-3-phospho-1-inositol	C9H18O11P	META:CPD-541	cpd00902		C01225		MNXM1517		HMDB11649			
g3ps_c	Glycerophosphoserine	C6H13NO8P	META:CPD0-2030	cpd15468				MNXM97117					
g3ps_p	Glycerophosphoserine	C6H13NO8P	META:CPD0-2030	cpd15468				MNXM97117					
g3ps_e	Glycerophosphoserine	C6H13NO8P	META:CPD0-2030	cpd15468				MNXM97117					
1pyr5c_c	1-Pyrroline-5-carboxylate	C5H6NO2	META:CPD-478;META:L-DELTA1-PYRROLINE_5-CARBOXYLATE	cpd02431;cpd02651	UPC03912	C03912;C04322	L-1-Pyrroline-5-carboxylate	MNXM1617	113590	HMDB01301;HMDB02240			
glu5sa_c	L-Glutamate 5-semialdehyde	C5H9NO3	META:L-GLUTAMATE_GAMMA-SEMIALDEHYDE	cpd00858	UPC01165	C01165	L-Glutamate_5-semialdehyde	MNXM245	31339	HMDB02104			
glu5p_c	L-Glutamate 5-phosphate	C5H8NO7P	META:L-GLUTAMATE-5-P	cpd02097	UPC03287	C03287	L-Glutamyl_5-phosphate	MNXM1280		HMDB01228			
g6p_B_c	Beta D glucose 6 phosphate C6H11O9P	C6H11O9P	META:GLC-6-P	cpd00863		C01172		MNXM508		HMDB03498			
glcn_p	D-Gluconate	C6H11O7	META:GLUCONATE	cpd00222	UPC00257	C00257	D-Gluconate	MNXM341		HMDB00625;HMDB03373			
melib_c	Melibiose	C12H22O11	META:MELIBIOSE	cpd03198		C05402;G01275		MNXM1434		HMDB00048			
galt1p_c	Galactitol 1-phosphate	C6H13O9P	META:GALACTITOL-1-PHOSPHATE	cpd03752		C06311		MNXM1667					
galt_e	Galactitol	C6H14O6	META:GALACTITOL	cpd01171		C01697		MNXM1233		HMDB00107			
galur_c	D-Galacturonate	C6H9O7	META:CPD-12523					MNXM4445		HMDB03363			
gam_e	D-Glucosamine	C6H14NO5	META:CPD-12538;META:GLUCOSAMINE	cpd00276;cpd01247		C00329;D04334	D-Glucosamine	MNXM533		HMDB01514;HMDB06479;HMDB15410			
fgam_c	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	C8H12N2O9P;C8H13N2O9P	META:5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE	cpd02678	UPC04376	C04376	5-prime-Phosphoribosyl-N-formylglycinamide	MNXM453	111354	HMDB01308;HMDB06476			
gar_c	N1-(5-Phospho-D-ribosyl)glycinamide	C7H14N2O8P;C7H13N2O8P	META:5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	cpd02394	UPC03838	C03838	5-prime-Phosphoribosyl-glycinamide	MNXM463	111338	HMDB02022			
glycogen_c	Glycogen	C6H10O5	META:Glycogens	cpd00155	UPC00182	C00182		MNXM95017		HMDB00757			
glyclt_c	Glycolate	C2H3O3	META:GLYCOLLATE	cpd00139	UPC00160	C00160	Glycolate	MNXM222	389822	HMDB00115;HMDB03035	c0008		
alpro_c	S Aminomethyldihydrolipoylprotein CH6NS2X	CH6NS2X		cpd11830		C01242		MNXM81221					
lpro_c	Lipoylprotein S2X	S2X		cpd12005		C02051		MNXM998					
dhlpro_c	Dihydrolipolprotein H2S2X	H2S2X		cpd12225		C02972		MNXM1663					
gdptp_c	Guanosine 3'-diphosphate 5'-triphosphate	C10H12N5O20P5;C10H11N5O20P5	META:GDP-TP	cpd02740	UPC04494	C04494		MNXM1561		HMDB60480			
gthrd_e	Reduced glutathione	C10H15N3O6S;C10H16N3O6S						MNXM145523	1247892;158543;1655887;29450				
glcur_c	D-Glucuronate	C6H9O7	META:D-Glucopyranuronate	cpd00164	UPC00191	C00191		MNXM241					
trpglcur_c	Tryptophanyl-beta-D-glucuronide	C17H20N2O8						MNXM148524					
glcn_e	D-Gluconate	C6H11O7	META:GLUCONATE	cpd00222	UPC00257	C00257	D-Gluconate	MNXM341		HMDB00625;HMDB03373			
glcn__D_c	D Gluconate C6H11O7	C6H11O7											
glcn__D_e	D Gluconate C6H11O7	C6H11O7											
glutar_c	Glutarate	C5H6O4	META:GLUTARATE	cpd00379	UPC00489	C00489	Glutarate	MNXM1021		HMDB00661			
glutcoa_c	Glutaryl-CoA	C26H37N7O19P3S	META:GLUTARYL-COA	cpd00413	UPC00527	C00527	Glutaryl-CoA	MNXM382	70955	HMDB01339	c0222	LMFA07050324	
2h3oppan_c	2-Hydroxy-3-oxopropanoate	C3H3O4	META:TARTRONATE-S-ALD	cpd00843	UPC01146	C01146	Tartronatesemialdehyde	MNXM475		HMDB06781;HMDB06938			
2h3opp_c	2 Hydroxy 3 oxopropanoate C3H3O4	C3H3O4											
glcur_e	D-Glucuronate	C6H9O7	META:D-Glucopyranuronate	cpd00164	UPC00191	C00191		MNXM241					
uaagmda_c	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala	C95H152N8O28P2	META:C6	cpd03495		C05898;G10555		MNXM1242					
glucan4_c	Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)	C24H42O21						MNXM146529					
glucan6_c	Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)	C36H62O31						MNXM146530					
glucan6_e	Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)	C36H62O31						MNXM146530					
glucan4_e	Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)	C24H42O21						MNXM146529					
glu__L_p	L-Glutamate	C5H8NO4	META:GLT	cpd00023	UPC00025	C00025;D00007	L-Glutamate	MNXM89557	113552;29404;428614	HMDB00148			
pram_c	5-Phospho-beta-D-ribosylamine	C5H11NO7P	META:5-P-BETA-D-RIBOSYL-AMINE	cpd01982	UPC03090	C03090	5-prime-Phospho-beta-D-ribosylamine	MNXM90003	111292	HMDB01128;HMDB02347			
glutrna_c	L-Glutamyl-tRNA(Glu)	C5H7NO3R;C5H8NO4X		cpd12227	UPC02987	C02987	L-Glutamyl-tRNA	MNXM89752	379744;379751				
trnaglu_c	TRNA (Glu)	R;HOX;C15H21N5O10PR	META:GLT-tRNAs	cpd11912	UPC01641	C01641		MNXM90886	379754;379778				
glyc3p_e	Glycerol 3-phosphate	C3H7O6P	META:GLYCEROL-3P	cpd00080	UPC00093	C00093	sn-Glycerol_3-phosphate	MNXM66	188458;76114	HMDB00126;HMDB02722			
glyb_e	Glycine betaine	C5H11NO2	META:BETAINE	cpd00540	UPC00719	C00719;D07523	Betaine	MNXM289	352015	HMDB00043;HMDB59606			
